Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,NumberOfBedrooms,Acquisition Date,Disposal Date,Assistance Type,Property Source,Targeted,Target Group,Has Nomination Rights,Nomination Rights -Name,Nomination Rights -ABN,Sublet to Name,Sublet to ABN,Sublet Date,Disability Modifications,Dwelling Type,Class,Condition Surveyed,Met standards,Smoke alarm tested,Smoke alarm tested and in working order,Overdue Reason,Availability Status,FaCS Program,NRAS Funded,MarketRent,Method for determining Market Rent (NRAS),Boarding units or room,Number of Tenancies at full capacity,Number Rooms Untenantable,Program,AssetType,Branch,full_address,lat,lon,google_maps_link
5453,,200,Rowe Street,Broken Hill,2880,Broken Hill,3,2012-05-01,,Other FaCS,Fee for Service,No,,No,,,,,,,Land,Class 1a,,,,,Vacant Land,Tenantable,,No,260.0,Rent & Sales Report,,,,FFS AHO BH,Vacant Land,Operations Broken Hill,"200 Rowe Street, Broken Hill, 2880, Australia",-31.9643917,141.4488859,"https://www.google.com/maps/search/?api=1&query=200+Rowe+Street,+Broken+Hill,+2880,+Australia"
5463,1,17,Tenambit Street,East Maitland,2323,Maitland,1,2012-04-27,,General Housing,Leasehold,No,,No,,,,,,Accessible,Unit,Class 1a,,,2023-12-04,2023-12-04,,Tenantable,CHLP,No,330.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"17 Tenambit Street, East Maitland, 2323, Australia",-32.7500649,151.6006757,"https://www.google.com/maps/search/?api=1&query=17+Tenambit+Street,+East+Maitland,+2323,+Australia"
5464,2,17,Tenambit Street,East Maitland,2323,Maitland,1,2012-04-27,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2024-03-06,2024-03-06,,Tenantable,CHLP,No,330.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"17 Tenambit Street, East Maitland, 2323, Australia",-32.7500649,151.6006757,"https://www.google.com/maps/search/?api=1&query=17+Tenambit+Street,+East+Maitland,+2323,+Australia"
5465,3,17,Tenambit Street,East Maitland,2323,Maitland,1,2012-04-27,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2024-07-02,2024-07-02,,Tenantable,CHLP,No,330.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"17 Tenambit Street, East Maitland, 2323, Australia",-32.7500649,151.6006757,"https://www.google.com/maps/search/?api=1&query=17+Tenambit+Street,+East+Maitland,+2323,+Australia"
5466,4,17,Tenambit Street,East Maitland,2323,Maitland,1,2012-04-27,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2023-09-06,2023-09-06,,Tenantable,CHLP,No,330.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"17 Tenambit Street, East Maitland, 2323, Australia",-32.7500649,151.6006757,"https://www.google.com/maps/search/?api=1&query=17+Tenambit+Street,+East+Maitland,+2323,+Australia"
5467,5,17,Tenambit Street,East Maitland,2323,Maitland,1,2012-04-27,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2024-03-04,2024-03-04,,Tenantable,CHLP,No,330.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"17 Tenambit Street, East Maitland, 2323, Australia",-32.7500649,151.6006757,"https://www.google.com/maps/search/?api=1&query=17+Tenambit+Street,+East+Maitland,+2323,+Australia"
5468,6,17,Tenambit Street,East Maitland,2323,Maitland,1,2012-04-27,,General Housing,Leasehold,No,,No,,,,,,,Unit,Class 1a,,,2023-05-16,2023-05-16,,Tenantable,CHLP,No,330.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations East Maitland,"17 Tenambit Street, East Maitland, 2323, Australia",-32.7500649,151.6006757,"https://www.google.com/maps/search/?api=1&query=17+Tenambit+Street,+East+Maitland,+2323,+Australia"
5476,,2A,Beni Street,Dubbo,2830,Dubbo,2,2012-04-16,,Other FaCS,Capital,Yes,Women Men Families,Yes,Orana Acomm & Support,57433877990,,,,,Unit,Class 1a,,,2021-01-30,2021-01-30,Non-Access - In progress for access order,Tenantable,,No,230.0,Other,,,,Going Home Staying Home - CHPMaint,Crisis Accommodation,Operations Dubbo,"2A Beni Street, Dubbo, 2830, Australia",-32.2486913,148.5940874,"https://www.google.com/maps/search/?api=1&query=2A+Beni+Street,+Dubbo,+2830,+Australia"
5480,,37,Adams Street,Muswellbrook,2333,Muswellbrook,3,2012-05-07,,General Housing,Capital,No,,No,,,,,,,House,Class 1a,,,2023-09-27,2023-09-27,,Tenantable,,No,400.0,Rent & Sales Report,,,,CHLP Capital,Capital-GSH,Operations Upper Hunter,"37 Adams Street, Muswellbrook, 2333, Australia",-32.2770511,150.8895093,"https://www.google.com/maps/search/?api=1&query=37+Adams+Street,+Muswellbrook,+2333,+Australia"
5527,1,16,Edwin Street,Dubbo,2830,Dubbo,3,2013-06-25,,Affordable Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-07-04,2023-07-04,,Tenantable,COMPS1,No,325.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Dubbo,"16 Edwin Street, Dubbo, 2830, Australia",-32.2385429,148.613003,"https://www.google.com/maps/search/?api=1&query=16+Edwin+Street,+Dubbo,+2830,+Australia"
5528,2,16,Edwin Street,Dubbo,2830,Dubbo,2,2013-06-25,,Affordable Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-07-05,2023-07-05,,Tenantable,COMPS1,No,286.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Dubbo,"16 Edwin Street, Dubbo, 2830, Australia",-32.2385429,148.613003,"https://www.google.com/maps/search/?api=1&query=16+Edwin+Street,+Dubbo,+2830,+Australia"
5529,3,16,Edwin Street,Dubbo,2830,Dubbo,2,2013-06-25,,Affordable Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-07-04,2023-07-04,,Tenantable,COMPS1,No,286.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Dubbo,"16 Edwin Street, Dubbo, 2830, Australia",-32.2385429,148.613003,"https://www.google.com/maps/search/?api=1&query=16+Edwin+Street,+Dubbo,+2830,+Australia"
5530,4,16,Edwin Street,Dubbo,2830,Dubbo,2,2013-06-25,,Affordable Housing,Owned,Yes,Indigenous,No,,,,,,,Unit,Class 1a,,,2023-07-31,2023-07-31,,Tenantable,COMPS1,No,286.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Dubbo,"16 Edwin Street, Dubbo, 2830, Australia",-32.2385429,148.613003,"https://www.google.com/maps/search/?api=1&query=16+Edwin+Street,+Dubbo,+2830,+Australia"
5531,5,16,Edwin Street,Dubbo,2830,Dubbo,2,2013-06-25,,Affordable Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-07-05,2023-07-05,,Tenantable,COMPS1,No,286.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Dubbo,"16 Edwin Street, Dubbo, 2830, Australia",-32.2385429,148.613003,"https://www.google.com/maps/search/?api=1&query=16+Edwin+Street,+Dubbo,+2830,+Australia"
5532,6,16,Edwin Street,Dubbo,2830,Dubbo,3,2013-06-25,,Affordable Housing,Owned,Yes,Over 55's,No,,,,,,,Unit,Class 1a,,,2023-07-10,2023-07-10,,Tenantable,COMPS1,No,325.0,NRAS Compliance,,,,Compass Affordable Social Target Group Ex NRAS,Leveraged Social,Operations Dubbo,"16 Edwin Street, Dubbo, 2830, Australia",-32.2385429,148.613003,"https://www.google.com/maps/search/?api=1&query=16+Edwin+Street,+Dubbo,+2830,+Australia"
5534,1,117-121,Minmi Road,Wallsend,2287,Newcastle,2,2013-06-26,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2023-09-05,2023-09-05,,Tenantable,COMPS2P12,No,386.0,NRAS Compliance,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Newcastle,"117-121 Minmi Road, Wallsend, 2287, Australia",-32.8888369,151.6594428,"https://www.google.com/maps/search/?api=1&query=117-121+Minmi+Road,+Wallsend,+2287,+Australia"
5535,2,117-121,Minmi Road,Wallsend,2287,Newcastle,2,2013-06-26,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2023-02-24,2023-02-24,,Tenantable,COMPS2P12,No,386.0,NRAS Compliance,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Newcastle,"117-121 Minmi Road, Wallsend, 2287, Australia",-32.8888369,151.6594428,"https://www.google.com/maps/search/?api=1&query=117-121+Minmi+Road,+Wallsend,+2287,+Australia"
5536,3,117-121,Minmi Road,Wallsend,2287,Newcastle,2,2013-06-26,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2022-10-07,2022-10-07,,Tenantable,COMPS2P12,No,386.0,NRAS Compliance,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Newcastle,"117-121 Minmi Road, Wallsend, 2287, Australia",-32.8888369,151.6594428,"https://www.google.com/maps/search/?api=1&query=117-121+Minmi+Road,+Wallsend,+2287,+Australia"
5537,4,117-121,Minmi Road,Wallsend,2287,Newcastle,2,2013-06-26,,Affordable Housing,Owned,No,,No,,,,,,,Unit,Class 1a,,,2024-04-10,2024-04-10,,Tenantable,COMPS2P12,No,386.0,NRAS Compliance,,,,Compass Affordable Properties Ex NRAS programs,Leveraged Affordable,Operations Newcastle,"117-121 Minmi Road, Wallsend, 2287, Australia",-32.8888369,151.6594428,"https://www.google.com/maps/search/?api=1&query=117-121+Minmi+Road,+Wallsend,+2287,+Australia"
