Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,NumberOfBedrooms,Acquisition Date,Disposal Date,Assistance Type,Property Source,Targeted,Target Group,Has Nomination Rights,Nomination Rights -Name,Nomination Rights -ABN,Sublet to Name,Sublet to ABN,Sublet Date,Disability Modifications,Dwelling Type,Class,Condition Surveyed,Met standards,Smoke alarm tested,Smoke alarm tested and in working order,Overdue Reason,Availability Status,FaCS Program,NRAS Funded,MarketRent,Method for determining Market Rent (NRAS),Boarding units or room,Number of Tenancies at full capacity,Number Rooms Untenantable,Program,AssetType,Branch,full_address,lat,lon,google_maps_link
1328,,669,Glebe Road,Adamstown,2289,Newcastle,2,2002-07-01,,General Housing,Leasehold,No,,No,,,,,,,House,Class 1a,,,2024-05-27,2024-05-27,,Tenantable,CHLP,No,385.0,Other,,,,CHLP Leasehold,Leasehold-GSH,Operations Newcastle,"669 Glebe Road, Adamstown, 2289, Australia",-32.9340757,151.724726,"https://www.google.com/maps/search/?api=1&query=669+Glebe+Road,+Adamstown,+2289,+Australia"
13282,1,120,Randalls Road,Bucca,2450,Coffs Harbour,1,2020-11-01,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,United Disability Care,75065087210,,,,Accessible,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,260.0,Other,,,,Group Homes UDC,Group Home-Property/Tenancy,Operations SDA - NSW,"120 Randalls Road, Bucca, 2450, Australia",-30.1293825,153.0636231,"https://www.google.com/maps/search/?api=1&query=120+Randalls+Road,+Bucca,+2450,+Australia"
13285,102,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2024-01-22,2024-01-22,,Tenantable,SAHF,No,350.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13286,103,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2024-01-22,2024-01-22,,Tenantable,SAHF,No,350.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13287,104,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2023-03-13,2023-03-13,,Tenantable,SAHF,No,350.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13288,201,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2023-03-07,2023-03-07,,Tenantable,SAHF,No,355.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13289,202,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2024-07-15,2024-07-15,,Tenantable,SAHF,No,350.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13290,105,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2024-01-22,2024-01-22,,Tenantable,SAHF,No,350.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13291,203,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2023-06-02,2023-06-02,,Tenantable,SAHF,No,350.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13292,204,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2024-01-22,2024-01-22,,Tenantable,SAHF,No,355.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13293,205,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2024-01-22,2024-01-22,,Tenantable,SAHF,No,355.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13294,301,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2023-06-02,2023-06-02,,Tenantable,SAHF,No,360.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13295,302,32,Gunambi Street,Wallsend,2287,Newcastle,1,2020-12-22,,General Housing,Owned,No,,No,,,,,,,Unit,Class 1a,2020-12-22,Yes,2023-06-02,2023-06-02,,Tenantable,SAHF,No,360.0,Other,,,,SAHF-GSHCOMPASS,Leveraged Social,Operations Newcastle,"32 Gunambi Street, Wallsend, 2287, Australia",-32.9055074,151.661289,"https://www.google.com/maps/search/?api=1&query=32+Gunambi+Street,+Wallsend,+2287,+Australia"
13300,206,7,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"7 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=7+Maple+Tree+Road,+Westmead,+2145,+Australia"
13301,306,7,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"7 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=7+Maple+Tree+Road,+Westmead,+2145,+Australia"
13302,406,7,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"7 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=7+Maple+Tree+Road,+Westmead,+2145,+Australia"
13303,506,7,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"7 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=7+Maple+Tree+Road,+Westmead,+2145,+Australia"
13304,606,7,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"7 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=7+Maple+Tree+Road,+Westmead,+2145,+Australia"
13305,706,7,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"7 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=7+Maple+Tree+Road,+Westmead,+2145,+Australia"
13306,806,7,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"7 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=7+Maple+Tree+Road,+Westmead,+2145,+Australia"
13307,118,5,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"5 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=5+Maple+Tree+Road,+Westmead,+2145,+Australia"
13308,219,5,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"5 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=5+Maple+Tree+Road,+Westmead,+2145,+Australia"
13309,319,5,Maple Tree Road,Westmead,2145,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"5 Maple Tree Road, Westmead, 2145, Australia",-33.806808,150.9866269,"https://www.google.com/maps/search/?api=1&query=5+Maple+Tree+Road,+Westmead,+2145,+Australia"
13313,1707,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13314,1708,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13315,1806,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13316,1906,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13317,1309,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13318,1510,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13319,1610,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13320,1709,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13321,1813,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13322,1814,11,Solent Circuit,Norwest,2153,The Hills,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"11 Solent Circuit, Norwest, 2153, Australia",-33.7316098,150.9666804,"https://www.google.com/maps/search/?api=1&query=11+Solent+Circuit,+Norwest,+2153,+Australia"
13324,21203,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Accessible,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13325,21303,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13326,21403,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13327,21503,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13328,21603,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13329,21703,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
1333,10,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,2,2011-04-18,,General Housing,Owned,Yes,Supported Living,Yes,Flourish Australia,66001280628,,,,Fully Modified,House,Class 1a,,,2024-05-16,2024-05-16,,Tenantable,,No,460.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13330,21803,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13331,21903,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13332,22003,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13333,22103,2b,Figtree Drive,Sydney Olympic Park,2127,Parramatta,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,Disabled,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - NSW,"2b Figtree Drive, Sydney Olympic Park, 2127, Australia",-33.8493481,151.07297519290233,"https://www.google.com/maps/search/?api=1&query=2b+Figtree+Drive,+Sydney+Olympic+Park,+2127,+Australia"
13336,1208,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13337,1209,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13338,1508,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13339,1608,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
1334,1,12-14,McLaughlin Street,Argenton,2284,Lake Macquarie,2,2011-04-18,,General Housing,Owned,No,,No,,,,,,Fully Modified,House,Class 1a,,,2023-10-20,2023-10-20,,Tenantable,,No,460.0,Rent & Sales Report,,,,Compass Owned,Vested-GSH,Operations Lake Macquarie,"12-14 McLaughlin Street, Argenton, 2284, Australia",-32.9328389,151.6365703,"https://www.google.com/maps/search/?api=1&query=12-14+McLaughlin+Street,+Argenton,+2284,+Australia"
13340,1708,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13341,1808,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13342,1809,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13343,2203,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13344,2303,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
13345,2304,37,Mayne Road,Bowen Hills,4006,Brisbane,1,2020-10-31,,Non-FaCS,Fee for Service,Yes,NDIS Participant,Yes,Summer Housing,61617404789,,,,Fully Modified,Unit,Class 1a,,,,,SDA Property,Tenantable,,No,300.0,Other,,,,GH Summer FFS,Fee for service,Operations SDA - QLD,"37 Mayne Road, Bowen Hills, 4006, Australia",-27.44661325,153.0362871169042,"https://www.google.com/maps/search/?api=1&query=37+Mayne+Road,+Bowen+Hills,+4006,+Australia"
